processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1000830-17.2025.8.26.0666,20603378,Apelação Cível,Vícios de Construção,Wilson Lisboa Ribeiro,Artur Nogueira,9ª Câmara de Direito Privado,9,Direito Privado,09/06/2026,09/06/2026,10000.0,True,False,125,"AÇÃO DE INDENIZAÇÃO. Vícios construtivos. Sentença de procedência parcial. Recurso da instituição financeira ré. Não convencimento. Imóvel adquirido pelo Programa ""Minha Casa, Minha Vida"". Ré que, no caso, não atuou como mero agente financeiro, mas como executora de políticas federais para promoção de moradia, bem como representante do Fundo de Arrendamento Residencial. Legitimidade passiva bem reconhecida e mantida. Prova pericial conclusiva acerca dos vícios alegados. Indenização material devida. Recurso da autora. Acolhimento. Expectativa, de receber e usufruir do imóvel, sem intercorrências e vícios, frustrada. Dano moral caracterizado. Indenização fixada em R$ 10.000,00 (dez mil reais). Quantia que se mostra razoável e proporcional. Sentença reformada para condenar a ré ao pagamento de indenização por danos morais . RECURSO DA RÉ DESPROVIDO E PROVIDO O DA AUTORA."
1007868-07.2024.8.26.0637,20599371,Apelação Cível,Associação,Lucilia Alcione Prata,Tupã,6ª Câmara de Direito Privado,6,Direito Privado,08/06/2026,08/06/2026,5000.0,True,False,154,"APELAÇÃO CÍVEL – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE RELAÇÃO JURÍDICA CUMULADA COM INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS – Descontos efetuados em conta vinculada a benefício previdenciário – Sentença de parcial procedência que declarou a inexistência de relação jurídica entre as partes e a inexigibilidade do débito, condenando a ré a restituir em dobro os valores descontados – Inconformismo do autor – Pedido de indenização por dano moral – Acolhimento. Julgamento de mérito do Incidente de Resolução de Demandas Repetitivas (IRDR) nº 2116802-76.2025.8.26.0000 (Tema 59 do TJSP), com suspensão cessada. Tese vinculante firmando o entendimento de que, em casos de desconto indevido de valores em benefício previdenciário por associação sem vínculo, aplica-se a regra do dano in re ipsa. Dever de observância obrigatória (art. 927, III, do CPC). Indenização fixada em R$ 5.000,00, valor condizente com a extensão da ofensa e os parâmetros jurisprudenciais, evitando-se o enriquecimento sem causa. Sentença parcialmente reformada. RECURSO PROVIDO."
1005708-05.2024.8.26.0024,20600053,Agravo Interno Cível,Vícios de Construção,J.L. Mônaco da Silva,Andradina,5ª Câmara de Direito Privado,5,Direito Privado,08/06/2026,08/06/2026,,False,False,195,"AGRAVO INTERNO - Interposição contra decisão do relator que negou seguimento aos recursos - Inconformismo - Desacolhimento - Inexistência de ofensa ao princípio da colegialidade - Art. 168, § 3º, do RITJSP que confere ao relator a prerrogativa de negar seguimento a recurso manifestamente improcedente - Interposição de agravo interno ou de agravo regimental que afasta, ademais, a alegada violação ao referido princípio - Precedentes do Colendo Superior Tribunal de Justiça - Sentença apelada que julgou procedente a ação - Afirmação recursal de que o imóvel foi entregue em perfeitas condições e os defeitos são decorrentes de má conservação e/ou falta de manutenção que não convence, considerando que o imóvel foi entregue em 11/8/2023 e a demanda foi distribuída apenas 1 (um) ano depois, em 26/8/2024 - Conversão da indenização em obrigação de fazer que não prospera, considerando a afirmação do autor de que não foi atendido quando procurou solução administrativa, matéria incontroversa à míngua de impugnação específica no momento oportuno - Existência de falhas construtivas verificadas no imóvel adquirido para servir de moradia à família do autor é circunstância capaz de causar grande abalo emocional passível de indenização - Decisão mantida - Recurso desprovido."
1000842-15.2025.8.26.0348,20598327,Apelação Cível,Associação,Silvério da Silva,Mauá,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,76,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS INDEVIDOS DESDE JULHO DE 2023. DANO MORAL . OCORRÊNCIA. DESCONTOS INDEVIDOS NO BENEFÍCIO. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 8.000,00. CORREÇÃO MONETÁRIA A PARTIR DO JULGAMENTO. JUROS A PARTIR DO EVENTO DANOSO. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1003087-40.2024.8.26.0572,20598324,Apelação Cível,Associação,Silvério da Silva,São Joaquim da Barra,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,134,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA IMPROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO. ADESÃO VIA ELETRÔNICA QUE NÃO TEM VALIDADE, DIANTE DA AUSÊNCIA DE INFORMAÇÕES CLARAS SOBRE AS CONDIÇÕES E OBRIGAÇÕES DO CONSUMIDOR. LINK DA GRAVAÇÃO TELEFÔNICA QUE NÃO ELUCIDA O OBJETO DO CONTRATO COM CLAREZA. AFRONTA AOS PRINCÍPIOS DO CDC. INEXIGIBILIDADE DO DÉBITO QUE DEVE SE IMPOR. ILICITUDE DOS DESCONTOS. REPETIÇÃO EM DOBRO DEVIDA. MÁ-FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTORA. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1153433-61.2024.8.26.0100,20598306,Apelação Cível,Associação,Silvério da Silva,São Paulo,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,59,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS INDEVIDOS EM BENEFÍCIO PFREVIDENCIÁRIO. DANO MORAL . OCORRÊNCIA. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 8.000,00. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1000033-40.2025.8.26.0246,20598305,Apelação Cível,Associação,Silvério da Silva,Ilha Solteira,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,69,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DO AUTOR. DESCONTOS INDEVIDOS DESDE OUTUBRO 2022. DANO MORAL . OCORRÊNCIA. DESCONTOS INDEVIDOS NO BENEFÍCIO. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 8.000,00. JUROS A PARTIR DO EVENTO DANOSO. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1002429-65.2024.8.26.0491,20598304,Apelação Cível,Associação,Silvério da Silva,Rancharia,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,5000.0,True,False,72,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DO AUTOR. DESCONTOS INDEVIDOS DESDE JANWEIRO DE 2024. AUSÊNCIA DE PROVA DA CONTRATAÇÃO. MÁ FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DESCONTOS INDEVIDOS NO BENEFÍCIO. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 5.000,00. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1010142-72.2024.8.26.0077,20598302,Apelação Cível,Associação,Silvério da Silva,Birigüi,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,88,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DO AUTOR. DESCONTOS INDEVIDOS DESDE JUNHO DE 2023. AUSÊNCIA DE PROVA DA CONTRATAÇÃO. MÁ FÉ CARACTERIZADA. DEVOLUÇÃO EM DOBRO. CORREÇÃO MONETÁRIA A PARTIR DOS RESPECTIVOS DESCONTOS, COM JUROS A PARTIR DA CITAÇÃO. DANO MORAL . OCORRÊNCIA. DESCONTOS INDEVIDOS NO BENEFÍCIO. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 8.000,00. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1001126-16.2024.8.26.0588,20598325,Apelação Cível,Associação,Silvério da Silva,São Sebastião da Grama,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,134,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA IMPROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO. ADESÃO VIA ELETRÔNICA QUE NÃO TEM VALIDADE, DIANTE DA AUSÊNCIA DE INFORMAÇÕES CLARAS SOBRE AS CONDIÇÕES E OBRIGAÇÕES DO CONSUMIDOR. LINK DA GRAVAÇÃO TELEFÔNICA QUE NÃO ELUCIDA O OBJETO DO CONTRATO COM CLAREZA. AFRONTA AOS PRINCÍPIOS DO CDC. INEXIGIBILIDADE DO DÉBITO QUE DEVE SE IMPOR. ILICITUDE DOS DESCONTOS. REPETIÇÃO EM DOBRO DEVIDA. MÁ-FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTORA. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1003264-38.2024.8.26.0302,20598301,Apelação Cível,Associação,Silvério da Silva,Jaú,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,89,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DO AUTOR. DESCONTOS INDEVIDOS DESDE JANEIRO DE 2024. RÉ REVEL. AUSÊNCIA DE PROVA DA CONTRATAÇÃO. MÁ FÉ CARACTERIZADA. DEVOLUÇÃO EM DOBRO. CORREÇÃO MONETÁRIA A PARTIR DOS RESPECTIVOS DESCONTOS, COM JUROS A PARTIR DA CITAÇÃO. DANO MORAL . OCORRÊNCIA. DESCONTOS INDEVIDOS NO BENEFÍCIO. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 8.000,00. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO AO RECURSO"
1002490-18.2024.8.26.0040,20598297,Apelação Cível,Associação,Silvério da Silva,Américo Brasiliense,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,134,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA IMPROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO. ADESÃO VIA ELETRÔNICA QUE NÃO TEM VALIDADE, DIANTE DA AUSÊNCIA DE INFORMAÇÕES CLARAS SOBRE AS CONDIÇÕES E OBRIGAÇÕES DO CONSUMIDOR. LINK DA GRAVAÇÃO TELEFÔNICA QUE NÃO ELUCIDA O OBJETO DO CONTRATO COM CLAREZA. AFRONTA AOS PRINCÍPIOS DO CDC. INEXIGIBILIDADE DO DÉBITO QUE DEVE SE IMPOR. ILICITUDE DOS DESCONTOS. REPETIÇÃO EM DOBRO DEVIDA. MÁ-FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTORA. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1002501-13.2024.8.26.0407,20598290,Apelação Cível,Associação,Silvério da Silva,Osvaldo Cruz,8ª Câmara de Direito Privado,8,Direito Privado,04/06/2026,08/06/2026,8000.0,True,False,94,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS INDEVIDOS DESDE JUNHO DE 2023. MÁ FÉ CARACTERIZADA. DEVOLUÇÃO EM DOBRO. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA' . TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO DURANTE UM ANO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTOR. INDENIZAÇÃO ARBITRADA EM R$ R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1003471-83.2024.8.26.0222,20595350,Apelação Cível,Seguro,Rômolo Russo,Guariba,34ª Câmara de Direito Privado,34,Direito Privado,30/05/2026,08/06/2026,5000.0,False,False,104,"Apelação Cível. Declaratória de inexistência de relação jurídica c/c indenização por danos materiais e morais. Sentença de procedência parcial do pedido. Inconformismo da autora. Acolhimento parcial. Indenização por danos morais . Conduta ilícita e abusiva dos réus. Concreta afronta a núcleo essencial de proteção conferida pelo ordenamento, não se tratando de mero dissabor ou incômodo. Autora que teve reduzido o valor de seu benefício previdenciário, em prejuízo à sua subsistência. Desnecessidade de comprovação de efetiva ocorrência de prejuízo (damnum in re ipsa). Quantum indenizatório arbitrado em R$ 5.000,00. Adequação e simetria com hipóteses semelhantes. Precedentes. Sentença reformada. Recurso de apelação da autora parcialmente provido."
1004556-33.2024.8.26.0084,20594364,Apelação Cível,Alienação Fiduciária,Ana Catarina Strauch,Campinas,26ª Câmara de Direito Privado,26,Direito Privado,02/06/2026,04/06/2026,,True,False,116,"APELAÇÃO – AÇÃO DE BUSCA E APREENSÃO COM RECONVENÇÃO – Sentença que extinguiu a ação principal pela perda superveniente do objeto e julgou improcedente a reconvenção – Apelação do réu reconvinte – Adimplemento das parcelas em atraso no dia seguinte ao ajuizamento da ação, com aceitação pelo credor e renúncia ao vencimento antecipado do contrato – Afastamento da mora que embasava a pretensão inicial – Omissão do banco quanto à comunicação de fato superveniente ao juízo – Violação aos deveres de boa-fé e cooperação processual – Cumprimento de liminar de busca e apreensão quando já inexistente a mora – Constrição indevida do bem – Dano moral configurado – Indenização devida – Sentença reformada – RECURSO PROVIDO."
0031232-22.2010.8.26.0053,20591502,Apelação Cível,Acidente de Trânsito,Luis Fernando Nishi,São Paulo,31ª Câmara de Direito Privado,31,Direito Privado,03/06/2026,03/06/2026,90000.0,True,False,321,"DIREITO CIVIL. APELAÇÃO. ACIDENTE DE TRÂNSITO. INDENIZAÇÃO POR DANOS MATERIAIS, MORAIS E ESTÉTICOS. RESPONSABILIDADE CIVIL OBJETIVA DO MUNICÍPIO. RECURSO PROVIDO.
I. Caso em Exame
1. Apelação interposta contra sentença que julgou improcedente ação de indenização por danos materiais, morais e estéticos, decorrente de acidente de trânsito envolvendo ambulância do SAMU.
II. Questão em Discussão
2. A questão em discussão consiste em: (i) a configuração da responsabilidade civil objetiva do Município de São Paulo pelo acidente de trânsito; (ii) a comprovação dos danos materiais, morais e estéticos; e (iii) a concessão de pensão vitalícia ao autor.
III. Razões de Decidir
3. A responsabilidade civil objetiva do Município é configurada pela teoria do risco administrativo, bastando a prova do dano e do nexo causal, independentemente de culpa.
4. O dano moral é in re ipsa, decorrente do abalo moral causado pela gravidade das consequências experimentadas em razão do acidente, justificando indenização de R$ 90.000,00.
5. O dano estético é distinto do dano moral , justificado pelas deformações físicas e sequelas decorrentes da tetraplegia, com comprometimento estético em grau máximo reconhecido por perícia, e indenização de R$ 90.000,00.
6. Os danos materiais envolvendo a motocicleta e despesas médicas decorrentes do acidente são devidos, e devem ser apurados em liquidação de sentença.
7. A pensão vitalícia é devida em razão da redução da renda do autor, decorrente da sua incapacidade laboral total e permanente.
IV. Dispositivo e Tese
8. Recurso provido para julgar procedente a ação e condenar o Município ao pagamento de indenização por danos morais , estéticos e materiais, além de pensão mensal vitalícia.
Tese de julgamento: 1. Responsabilidade objetiva do Estado por acidente de trânsito causado por veículo utilizado na prestação de serviço essencial, por força da teoria do risco administrativo, independentemente de culpa do condutor.
Legislação Citada:
Constituição Federal, art. 37, § 6º.
Código de Processo Civil, arts. 373, 371.
Código Civil, art. 950.
Código de Trânsito Brasileiro, art. 29, VII."
1006464-72.2020.8.26.0438,20588542,Apelação Cível,Bancários,Simões de Almeida,Penápolis,13ª Câmara de Direito Privado,13,Direito Privado,02/06/2026,02/06/2026,,True,False,59,APELAÇÃO – Ação declaratória c/c obrigação de fazer e indenização por danos materiais e morais – Empréstimo consignado não reconhecido – Fraude contratual – Devolução em dobro – Decisão em sede de recurso repetitivo pelo STJ – Modulação dos efeitos – Danos morais – Desconto indevido benefício previdenciário – Dano moral configurado (in re ipsa) – Recurso parcialmente provido.
